image_id,full_detect_labels_response,label_num,label_str,label_conf
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",1,Person,99.75495147705078
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",2,Human,99.75495147705078
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",3,People,98.18915557861328
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",4,Family,91.43546295166016
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",5,Photo,60.17316818237305
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",6,Photography,60.17316818237305
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",7,Face,56.42252731323242
ex_5.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75495147705078, 'Instances': [{'BoundingBox': {'Width': 0.4613912105560303, 'Height': 0.9038285613059998, 'Left': 0.5306718945503235, 'Top': 0.09061721712350845}, 'Confidence': 99.75495147705078}, {'BoundingBox': {'Width': 0.2433469593524933, 'Height': 0.7675665020942688, 'Left': 0.4025224447250366, 'Top': 0.17458182573318481}, 'Confidence': 97.50019073486328}, {'BoundingBox': {'Width': 0.5121021866798401, 'Height': 0.8615329265594482, 'Left': 0.03488912805914879, 'Top': 0.09181401133537292}, 'Confidence': 94.79414367675781}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75495147705078, 'Instances': [], 'Parents': []}, {'Name': 'People', 'Confidence': 98.18915557861328, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Family', 'Confidence': 91.43546295166016, 'Instances': [], 'Parents': [{'Name': 'Person'}, {'Name': 'People'}]}, {'Name': 'Photo', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Photography', 'Confidence': 60.17316818237305, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Face', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Portrait', 'Confidence': 56.42252731323242, 'Instances': [], 'Parents': [{'Name': 'Face'}, {'Name': 'Person'}, {'Name': 'Photography'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6eb4c7e0-75c1-11e9-a2f0-753c135234bb', 'content-length': '1284', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",8,Portrait,56.42252731323242
ex_4.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75084686279297, 'Instances': [{'BoundingBox': {'Width': 0.08749859780073166, 'Height': 0.2089475840330124, 'Left': 0.31529897451400757, 'Top': 0.23919370770454407}, 'Confidence': 99.75084686279297}, {'BoundingBox': {'Width': 0.07276295125484467, 'Height': 0.26533061265945435, 'Left': 0.9214887022972107, 'Top': 0.18633589148521423}, 'Confidence': 99.32650756835938}, {'BoundingBox': {'Width': 0.2959623634815216, 'Height': 0.9344477653503418, 'Left': 0.38809892535209656, 'Top': 0.016150644049048424}, 'Confidence': 98.67671966552734}, {'BoundingBox': {'Width': 0.23234358429908752, 'Height': 0.38271164894104004, 'Left': 0.0665384829044342, 'Top': 0.09805522859096527}, 'Confidence': 98.6061782836914}, {'BoundingBox': {'Width': 0.059279490262269974, 'Height': 0.22939646244049072, 'Left': 0.725577175617218, 'Top': 0.25002285838127136}, 'Confidence': 98.1845932006836}, {'BoundingBox': {'Width': 0.07807216793298721, 'Height': 0.1660849153995514, 'Left': 0.7701697945594788, 'Top': 0.30820077657699585}, 'Confidence': 97.46098327636719}, {'BoundingBox': {'Width': 0.061963461339473724, 'Height': 0.6501603722572327, 'Left': 0.00040518719470128417, 'Top': 0.3076924979686737}, 'Confidence': 97.08795166015625}, {'BoundingBox': {'Width': 0.08210688084363937, 'Height': 0.32939255237579346, 'Left': 0.6729782223701477, 'Top': 0.33219289779663086}, 'Confidence': 96.97984313964844}, {'BoundingBox': {'Width': 0.057480402290821075, 'Height': 0.2376377284526825, 'Left': 0.6565948724746704, 'Top': 0.2615833580493927}, 'Confidence': 96.11872863769531}, {'BoundingBox': {'Width': 0.05589167773723602, 'Height': 0.1415036916732788, 'Left': 0.6852678060531616, 'Top': 0.17828072607517242}, 'Confidence': 89.84295654296875}, {'BoundingBox': {'Width': 0.04460294917225838, 'Height': 0.11719757318496704, 'Left': 0.2715347111225128, 'Top': 0.32655343413352966}, 'Confidence': 87.5027084350586}, {'BoundingBox': {'Width': 0.03052964061498642, 'Height': 0.19325852394104004, 'Left': 0.9669167399406433, 'Top': 0.22434666752815247}, 'Confidence': 81.24671936035156}, {'BoundingBox': {'Width': 0.056107714772224426, 'Height': 0.07204952836036682, 'Left': 0.7878293395042419, 'Top': 0.26015928387641907}, 'Confidence': 74.53651428222656}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75084686279297, 'Instances': [], 'Parents': []}, {'Name': 'Audience', 'Confidence': 99.48430633544922, 'Instances': [], 'Parents': [{'Name': 'Crowd'}, {'Name': 'Person'}]}, {'Name': 'Crowd', 'Confidence': 99.48430633544922, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Speech', 'Confidence': 95.09295654296875, 'Instances': [], 'Parents': [{'Name': 'Audience'}, {'Name': 'Crowd'}, {'Name': 'Person'}]}, {'Name': 'Tie', 'Confidence': 81.91927337646484, 'Instances': [{'BoundingBox': {'Width': 0.02905433252453804, 'Height': 0.09856176376342773, 'Left': 0.16953565180301666, 'Top': 0.34095650911331177}, 'Confidence': 81.91927337646484}, {'BoundingBox': {'Width': 0.04084385931491852, 'Height': 0.2844751179218292, 'Left': 0.847885251045227, 'Top': 0.45600593090057373}, 'Confidence': 80.5436782836914}], 'Parents': [{'Name': 'Accessories'}]}, {'Name': 'Accessories', 'Confidence': 81.91927337646484, 'Instances': [], 'Parents': []}, {'Name': 'Accessory', 'Confidence': 81.91927337646484, 'Instances': [], 'Parents': []}, {'Name': 'Face', 'Confidence': 75.84813690185547, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Lecture', 'Confidence': 61.44319534301758, 'Instances': [], 'Parents': [{'Name': 'Audience'}, {'Name': 'Crowd'}, {'Name': 'Person'}, {'Name': 'Speech'}]}, {'Name': 'People', 'Confidence': 58.91716003417969, 'Instances': [], 'Parents': [{'Name': 'Person'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6edebe60-75c1-11e9-8dc8-979ea4967c5a', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6edebe60-75c1-11e9-8dc8-979ea4967c5a', 'content-length': '3485', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",1,Person,99.75084686279297
ex_4.jpg,"{'Labels': [{'Name': 'Person', 'Confidence': 99.75084686279297, 'Instances': [{'BoundingBox': {'Width': 0.08749859780073166, 'Height': 0.2089475840330124, 'Left': 0.31529897451400757, 'Top': 0.23919370770454407}, 'Confidence': 99.75084686279297}, {'BoundingBox': {'Width': 0.07276295125484467, 'Height': 0.26533061265945435, 'Left': 0.9214887022972107, 'Top': 0.18633589148521423}, 'Confidence': 99.32650756835938}, {'BoundingBox': {'Width': 0.2959623634815216, 'Height': 0.9344477653503418, 'Left': 0.38809892535209656, 'Top': 0.016150644049048424}, 'Confidence': 98.67671966552734}, {'BoundingBox': {'Width': 0.23234358429908752, 'Height': 0.38271164894104004, 'Left': 0.0665384829044342, 'Top': 0.09805522859096527}, 'Confidence': 98.6061782836914}, {'BoundingBox': {'Width': 0.059279490262269974, 'Height': 0.22939646244049072, 'Left': 0.725577175617218, 'Top': 0.25002285838127136}, 'Confidence': 98.1845932006836}, {'BoundingBox': {'Width': 0.07807216793298721, 'Height': 0.1660849153995514, 'Left': 0.7701697945594788, 'Top': 0.30820077657699585}, 'Confidence': 97.46098327636719}, {'BoundingBox': {'Width': 0.061963461339473724, 'Height': 0.6501603722572327, 'Left': 0.00040518719470128417, 'Top': 0.3076924979686737}, 'Confidence': 97.08795166015625}, {'BoundingBox': {'Width': 0.08210688084363937, 'Height': 0.32939255237579346, 'Left': 0.6729782223701477, 'Top': 0.33219289779663086}, 'Confidence': 96.97984313964844}, {'BoundingBox': {'Width': 0.057480402290821075, 'Height': 0.2376377284526825, 'Left': 0.6565948724746704, 'Top': 0.2615833580493927}, 'Confidence': 96.11872863769531}, {'BoundingBox': {'Width': 0.05589167773723602, 'Height': 0.1415036916732788, 'Left': 0.6852678060531616, 'Top': 0.17828072607517242}, 'Confidence': 89.84295654296875}, {'BoundingBox': {'Width': 0.04460294917225838, 'Height': 0.11719757318496704, 'Left': 0.2715347111225128, 'Top': 0.32655343413352966}, 'Confidence': 87.5027084350586}, {'BoundingBox': {'Width': 0.03052964061498642, 'Height': 0.19325852394104004, 'Left': 0.9669167399406433, 'Top': 0.22434666752815247}, 'Confidence': 81.24671936035156}, {'BoundingBox': {'Width': 0.056107714772224426, 'Height': 0.07204952836036682, 'Left': 0.7878293395042419, 'Top': 0.26015928387641907}, 'Confidence': 74.53651428222656}], 'Parents': []}, {'Name': 'Human', 'Confidence': 99.75084686279297, 'Instances': [], 'Parents': []}, {'Name': 'Audience', 'Confidence': 99.48430633544922, 'Instances': [], 'Parents': [{'Name': 'Crowd'}, {'Name': 'Person'}]}, {'Name': 'Crowd', 'Confidence': 99.48430633544922, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Speech', 'Confidence': 95.09295654296875, 'Instances': [], 'Parents': [{'Name': 'Audience'}, {'Name': 'Crowd'}, {'Name': 'Person'}]}, {'Name': 'Tie', 'Confidence': 81.91927337646484, 'Instances': [{'BoundingBox': {'Width': 0.02905433252453804, 'Height': 0.09856176376342773, 'Left': 0.16953565180301666, 'Top': 0.34095650911331177}, 'Confidence': 81.91927337646484}, {'BoundingBox': {'Width': 0.04084385931491852, 'Height': 0.2844751179218292, 'Left': 0.847885251045227, 'Top': 0.45600593090057373}, 'Confidence': 80.5436782836914}], 'Parents': [{'Name': 'Accessories'}]}, {'Name': 'Accessories', 'Confidence': 81.91927337646484, 'Instances': [], 'Parents': []}, {'Name': 'Accessory', 'Confidence': 81.91927337646484, 'Instances': [], 'Parents': []}, {'Name': 'Face', 'Confidence': 75.84813690185547, 'Instances': [], 'Parents': [{'Name': 'Person'}]}, {'Name': 'Lecture', 'Confidence': 61.44319534301758, 'Instances': [], 'Parents': [{'Name': 'Audience'}, {'Name': 'Crowd'}, {'Name': 'Person'}, {'Name': 'Speech'}]}, {'Name': 'People', 'Confidence': 58.91716003417969, 'Instances': [], 'Parents': [{'Name': 'Person'}]}], 'LabelModelVersion': '2.0', 'ResponseMetadata': {'RequestId': '6edebe60-75c1-11e9-8dc8-979ea4967c5a', 'HTTPStatusCode': 200, 'HTTPHeaders': {'content-type': 'application/x-amz-json-1.1', 'date': 'Mon, 13 May 2019 20:55:25 GMT', 'x-amzn-requestid': '6edebe60-75c1-11e9-8dc8-979ea4967c5a', 'content-length': '3485', 'connection': 'keep-alive'}, 'RetryAttempts': 0}}",2,Human,99.75084686279297
